"country","iso3a","iso3n","data","method","populex","resprate","ref","year","sex","agemin","agemax","N1","cdtl","cda","cdase","fdtl","fda","fdase","laa","laase","N2","heda","hedase","heda365","hedase365","hedtl","hedtlm","N2_12","heda_12","hedase_12","heda365_12","hedase365_12","hedtlm_12","hedalc","hedact","N3","ddla","ddlase"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","45","49","389","365","78.5858585858586","1.84382600074651","365","14.9494949494949","1.60268845829518","6.26262626262626","1.08901042890192","243","49.0909090909091","2.24696138419391","62.4678663239075","2.4550207248007","365","1","102","20.6060606060606","1.81797774591919","26.2210796915167","2.23006043294991","12","54.4","total","387","0.38338607482921","0.0170102809242896"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","45","49","389","365","78.5858585858586","1.84382600074651","365","14.9494949494949","1.60268845829518","6.26262626262626","1.08901042890192","160","32.3232323232323","2.10220273340285","41.1311053984576","2.4949010770848","365","1","52","10.5050505050505","1.37814761080021","13.3676092544987","1.72540964046991","12","68","total","387","0.38338607482921","0.0170102809242896"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","50","54","452","365","79.1593695271454","1.69976364318571","365","13.4851138353765","1.42940295203014","5.07880910683012","0.918849704183494","262","45.8844133099825","2.08533447455024","57.9646017699115","2.32177320026444","365","1","116","20.3152364273205","1.68376132795502","25.6637168141593","2.05442826311146","12","54.4","total","451","0.330137593779425","0.011792946732555"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","50","54","452","365","79.1593695271454","1.69976364318571","365","13.4851138353765","1.42940295203014","5.07880910683012","0.918849704183494","172","30.122591943958","1.91997913416019","38.0530973451327","2.28368177974508","365","1","62","10.8581436077058","1.30196878950127","13.716814159292","1.61815640293373","12","68","total","451","0.330137593779425","0.011792946732555"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","55","59","312","365","73.9336492890995","2.13700216990665","365","17.2985781990521","1.84121908164856","7.81990521327014","1.30696240185543","146","34.5971563981043","2.31559334364162","46.7948717948718","2.82487074425692","365","1","64","15.1658767772512","1.74607471712355","20.5128205128205","2.2860405852352","12","54.4","total","310","0.308899690676094","0.0144736492538156"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","55","59","312","365","73.9336492890995","2.13700216990665","365","17.2985781990521","1.84121908164856","7.81990521327014","1.30696240185543","86","20.3791469194313","1.96087625662354","27.5641025641026","2.52971475680325","365","1","32","7.58293838862559","1.28866079522831","10.2564102564103","1.71760032578739","12","68","total","310","0.308899690676094","0.0144736492538156"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","60","64","196","365","73.6842105263158","2.69994303180304","365","19.9248120300752","2.44909302574918","4.51127819548872","1.27257980323758","106","39.8496240601504","3.00186024297348","54.0816326530612","3.55950887669819","365","1","53","19.9248120300752","2.44909302574918","27.0408163265306","3.17264767836908","12","54.4","total","194","0.280028244598221","0.0155443361114616"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","60","64","196","365","73.6842105263158","2.69994303180304","365","19.9248120300752","2.44909302574918","4.51127819548872","1.27257980323758","56","21.0526315789474","2.49966152708409","28.5714285714286","3.22681393894733","365","1","25","9.3984962406015","1.78918838708911","12.7551020408163","2.38278003473433","12","68","total","194","0.280028244598221","0.0155443361114616"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","65","69","137","365","69.5431472081218","3.27896340342855","365","22.8426395939086","2.99108470195723","6.5989847715736","1.76881025881375","41","20.8121827411168","2.89237692608491","29.9270072992701","3.91243102505507","365","1","19","9.64467005076142","2.10323336369815","13.8686131386861","2.95281986156902","12","54.4","total","134","0.248865262727459","0.0129632286189361"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","65","69","137","365","69.5431472081218","3.27896340342855","365","22.8426395939086","2.99108470195723","6.5989847715736","1.76881025881375","20","10.1522842639594","2.15180192536124","14.5985401459854","3.01666495434094","365","1","8","4.06091370558376","1.40629540050197","5.83941605839416","2.00335999865406","12","68","total","134","0.248865262727459","0.0129632286189361"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","70","74","118","365","64.4808743169399","3.53770037299014","365","19.1256830601093","2.90728926896108","13.6612021857924","2.53876155580976","36","19.672131147541","2.9385513427222","30.5084745762712","4.23872426108289","365","1","14","7.65027322404372","1.9648560369431","11.864406779661","2.97685496895809","12","54.4","total","116","0.286839867737364","0.0553227959006807"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","70","74","118","365","64.4808743169399","3.53770037299014","365","19.1256830601093","2.90728926896108","13.6612021857924","2.53876155580976","12","6.55737704918033","1.82983547761883","10.1694915254237","2.78240627883143","365","1","7","3.82513661202186","1.41784488022494","5.93220338983051","2.17464063254554","12","68","total","116","0.286839867737364","0.0553227959006807"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","75","79","46","365","51.685393258427","5.2969775668225","365","32.5842696629214","4.96809182371192","10.1123595505618","3.19581211105603","14","15.7303370786517","3.85930977594566","30.4347826086957","6.78425650091734","365","1","5","5.61797752808989","2.44084181762848","10.8695652173913","4.58923379444621","12","54.4","total","46","0.241381774865992","0.0207420579242305"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","75","79","46","365","51.685393258427","5.2969775668225","365","32.5842696629214","4.96809182371192","10.1123595505618","3.19581211105603","9","10.1123595505618","3.19581211105603","19.5652173913043","5.84905047582314","365","1","2","2.24719101123596","1.57104857877894","4.34782608695652","3.00680032525272","12","68","total","46","0.241381774865992","0.0207420579242305"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","80","84","40","365","55.5555555555556","5.85606974105255","365","26.3888888888889","5.19416797970298","13.8888888888889","4.07565205130996","8","11.1111111111111","3.7037037037037","20","6.32455532033676","365","1","4","5.55555555555556","2.69951476613208","10","4.74341649025257","12","54.4","total","39","0.223561643835616","0.0206682812840085"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","80","84","40","365","55.5555555555556","5.85606974105255","365","26.3888888888889","5.19416797970298","13.8888888888889","4.07565205130996","3","4.16666666666667","2.35497568858516","7.5","4.16458281223942","365","1","0","0","0","0","0","12","68","total","39","0.223561643835616","0.0206682812840085"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","85","89","26","365","40","6.076436202502","365","33.8461538461538","5.86915438076031","21.5384615384615","5.09893024738805","1","1.53846153846154","1.52658134879026","3.84615384615385","3.77146413727277","365","1","0","0","0","0","0","12","54.4","total","25","0.263802739726027","0.0313163680982498"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","85","89","26","365","40","6.076436202502","365","33.8461538461538","5.86915438076031","21.5384615384615","5.09893024738805","1","1.53846153846154","1.52658134879026","3.84615384615385","3.77146413727277","365","1","0","0","0","0","0","12","68","total","25","0.263802739726027","0.0313163680982498"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","15","85","6115","365","71.9242531169137","0.48735204104506","365","10.3857915784521","0.330862607171105","16.6196189131969","0.403721537163289","4068","47.8475652787579","0.541759662115071","66.5249386753884","0.603468633097367","365","1","1997","23.4885909197836","0.459759838888101","32.6573998364677","0.599704781496505","12","54.4","total","6024","0.458331059324346","0.00503009684381278"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","female","15","85","6115","365","71.9242531169137","0.48735204104506","365","10.3857915784521","0.330862607171105","16.6196189131969","0.403721537163289","3090","36.3443895553987","0.521646722102222","50.5314799672935","0.639362613035487","365","1","1240","14.5848035756293","0.382787117963202","20.2780049059689","0.514166125091295","12","68","total","6024","0.458331059324346","0.00503009684381278"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","15","19","1464","365","56.5906455353692","0.974463941607529","365","7.07383069192114","0.504078452630844","35.678391959799","0.941852442601629","998","38.5775028991109","0.957045479311458","68.1693989071038","1.21743732891362","365","1","536","20.7189795129494","0.796839000324362","36.6120218579235","1.25905519082494","12","68","total","1429","0.675795507922965","0.014658394590302"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","20","24","2253","365","85.6653992395437","0.683309798158975","365","5.24714828897338","0.434790392981751","7.71863117870723","0.520414375186071","1853","70.4562737642586","0.889640604087804","82.2458943630715","0.80505567862342","365","1","1178","44.7908745247148","0.969666363339037","52.2858411007545","1.05228914343665","12","68","total","2206","0.663709186651598","0.0130319827605199"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","25","29","164","365","80.3921568627451","2.77975595031034","365","10.2941176470588","2.12759980132081","7.84313725490196","1.88232090194443","129","63.2352941176471","3.37582741463901","78.6585365853659","3.19935995960591","365","1","84","41.1764705882353","3.44575991840592","51.219512195122","3.90318255855425","12","68","total","162","0.534063926940639","0.0431911558962558"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","30","34","132","365","83.5443037974684","2.94976901342318","365","8.22784810126582","2.18610011373511","6.9620253164557","2.02474054462025","101","63.9240506329114","3.82043208999374","76.5151515151515","3.6896114808692","365","1","65","41.1392405063291","3.9148265244358","49.2424242424242","4.35144183608314","12","68","total","128","0.477688356164384","0.0546096347363335"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","35","39","140","365","76.5027322404372","3.13416322906174","365","10.3825136612022","2.25487301836164","9.2896174863388","2.14586240015293","107","58.4699453551913","3.64268863179344","76.4285714285714","3.58721003033685","365","1","55","30.0546448087432","3.3892975288863","39.2857142857143","4.12761093268998","12","68","total","137","0.507773222677732","0.0394950408627573"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","40","44","185","365","84.8623853211009","2.42749360085995","365","10.0917431192661","2.04011493733298","4.12844036697248","1.3474406879316","135","61.9266055045872","3.28867676544918","72.972972972973","3.26508351185201","365","1","74","33.9449541284404","3.2070989935475","40","3.60180135112598","12","68","total","183","0.488455722733738","0.0413112510013636"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","45","49","282","365","82.4561403508772","2.05665298520014","365","12.5730994152047","1.79279512615743","4.67836257309941","1.14190409996729","204","59.6491228070175","2.65286694143016","72.3404255319149","2.66372092643856","365","1","116","33.9181286549708","2.56002410786913","41.1347517730496","2.93028172215341","12","68","total","274","0.48955104489551","0.0451924795567479"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","50","54","324","365","77.8846153846154","2.03482199233982","365","14.9038461538462","1.74605323158175","5.28846153846154","1.097285032831","212","50.9615384615385","2.45099834633129","65.4320987654321","2.64216190456217","365","1","124","29.8076923076923","2.24265398561185","38.2716049382716","2.7002770487009","12","68","total","319","0.375055610426418","0.0185495658846758"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","55","59","304","365","81.9407008086253","1.99716215907299","365","12.1293800539084","1.69493946722902","5.39083557951483","1.1724860699017","204","54.9865229110512","2.58292891964311","67.1052631578947","2.6946645457537","365","1","113","30.4582210242588","2.38939642902748","37.171052631579","2.77169558439597","12","68","total","298","0.399610186632343","0.0309629442840404"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","60","64","207","365","76.3837638376384","2.58000901465839","365","17.3431734317343","2.29995321506261","4.0590405904059","1.19875126990845","129","47.6014760147601","3.03378703500626","62.3188405797101","3.36811288120507","365","1","70","25.830258302583","2.65884556301621","33.8164251207729","3.28816638633075","12","68","total","202","0.361535331615353","0.0319149598364762"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","65","69","142","365","78.4530386740332","3.05603703787647","365","16.5745856353591","2.76395672279451","2.20994475138122","1.09269452377464","76","41.9889502762431","3.6684582715611","53.5211267605634","4.18548940912718","365","1","46","25.414364640884","3.23614474096375","32.3943661971831","3.92719092740467","12","68","total","139","0.3388272395782","0.0271436586907422"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","70","74","89","365","68.9922480620155","4.07230627527193","365","26.3565891472868","3.87897245569158","3.10077519379845","1.52616130030651","35","27.1317829457364","3.91483428892723","39.3258426966292","5.17780740314638","365","1","26","20.1550387596899","3.53200021131755","29.2134831460674","4.820276365196","12","68","total","88","0.223561643835616","0.0180868671281619"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","75","79","59","365","68.6046511627907","5.00449443943266","365","25.5813953488372","4.70493524519882","4.65116279069767","2.27085416714083","31","36.046511627907","5.17743332551127","52.5423728813559","6.50102513445764","365","1","16","18.6046511627907","4.19624980882008","27.1186440677966","5.78783579866155","12","68","total","57","0.217678442682048","0.0162024856033638"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","80","84","28","365","65.1162790697674","7.26811787012757","365","25.5813953488372","6.65378323384735","2.32558139534884","2.2983806772175","7","16.2790697674419","5.62985989385532","25","8.18317088384971","365","1","4","9.30232558139535","4.42955007667783","14.2857142857143","6.61300071266108","12","68","total","28","0.183639921722113","0.0251289401108301"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","85","89","16","365","57.1428571428571","9.35219529582824","365","25","8.18317088384971","14.2857142857143","6.61300071266108","3","10.7142857142857","5.84512205989265","18.75","9.7578093724975","365","1","1","3.57142857142857","3.50707323593559","6.25","6.05153647844909","12","68","total","15","0.198721461187215","0.0385966060512001"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","male","15","85","5789","365","73.7734165923283","0.496556854257734","365","8.88237543010067","0.321154440346783","16.1208105008283","0.41511528303982","4224","53.829488976679","0.562782575801281","72.9659699429953","0.583732402566228","365","1","2508","31.9612590799031","0.526427111295353","43.3235446536535","0.65127072515041","12","68","total","5665","0.577169207704119","0.00765556288659943"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","15","19","2876","365","56.7034700315457","0.695731619309694","365","6.76261829652997","0.352584202370337","35.942429022082","0.673750844711432","1687","33.2610410094637","0.661558129343315","58.6578581363004","0.918258899380004","365","1","775","15.2799684542587","0.505201534235354","26.9471488178025","0.827333395144694","12","68","total","2810","0.608111539024033","0.00911138463153077"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","20","24","4442","365","84.6095238095238","0.498030571193606","365","5.73333333333333","0.320850721029555","8.43809523809524","0.383618876481372","3298","62.8190476190476","0.667000680822183","74.2458352093652","0.656100708238997","365","1","1836","34.9714285714286","0.658156449893521","41.3327330031517","0.738849039031361","12","68","total","4361","0.593669542928762","0.0080310501836869"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","25","29","365","365","80.7522123893805","1.85437859803865","365","10.6194690265487","1.44911765971622","7.9646017699115","1.2734745304598","255","56.4159292035398","2.33235981967634","69.8630136986301","2.40174633200712","365","1","142","31.4159292035398","2.18331986832353","38.9041095890411","2.5518627179913","12","68","total","359","0.517180905864845","0.0285944577430907"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","30","34","287","365","80.3921568627451","2.10129798570663","365","9.52380952380952","1.55359707718884","8.40336134453782","1.46835876343985","184","51.5406162464986","2.64502413325343","64.1114982578397","2.83142249921408","365","1","91","25.4901960784314","2.30653043897103","31.7073170731707","2.74679271400719","12","68","total","281","0.443277921318188","0.028173638505918"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","35","39","323","365","75.2913752913753","2.08241966120821","365","13.986013986014","1.67456831676589","8.62470862470862","1.35537027653069","204","47.5524475524476","2.41112876632032","63.1578947368421","2.68401402533915","365","1","86","20.04662004662","1.93290427843099","26.625386996904","2.45934589894065","12","68","total","316","0.48108201838044","0.0234282048219366"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","40","44","444","365","79.0035587188612","1.71801920912455","365","11.7437722419929","1.35802677511713","8.36298932384341","1.16774514442896","266","47.3309608540925","2.10611557832148","59.9099099099099","2.32582141141299","365","1","114","20.2846975088968","1.69623866804526","25.6756756756757","2.07317011801001","12","68","total","440","0.447800747198007","0.0222650357795901"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","45","49","671","365","80.1672640382318","1.37824719447896","365","13.9784946236559","1.19859094415078","5.61529271206691","0.795745676430944","364","43.4886499402628","1.71353537726168","54.24739195231","1.92325158626962","365","1","168","20.0716845878136","1.38445713154667","25.0372578241431","1.67245658624636","12","68","total","661","0.427393944417964","0.0212934107483486"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","50","54","776","365","78.6220871327254","1.30495747451807","365","14.0830800405268","1.10720897435507","5.16717325227964","0.704607535394737","384","38.9057750759878","1.55184570741766","49.4845360824742","1.79480001217353","365","1","186","18.8449848024316","1.24479260937877","23.9690721649485","1.53246264146386","12","68","total","770","0.348746486390322","0.0103562256373562"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","55","59","616","365","77.6796973518285","1.47865619888153","365","14.8802017654477","1.26381384607617","6.68348045397226","0.886837427874289","290","36.5699873896595","1.71030360249837","47.0779220779221","2.0111141919866","365","1","145","18.2849936948298","1.37265603263827","23.538961038961","1.70932004837116","12","68","total","608","0.353359769286229","0.016960969219625"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","60","64","403","365","75.0465549348231","1.86742639795075","365","18.6219739292365","1.67988398547641","4.28305400372439","0.873743683117081","185","34.4506517690875","2.05066994984358","45.9057071960298","2.48231300047875","365","1","95","17.6908752327747","1.64668871326393","23.5732009925558","2.11436320140238","12","68","total","396","0.321605092016051","0.0180673713606381"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","65","69","279","365","73.8095238095238","2.26142401171266","365","19.8412698412698","2.05122946434036","4.4973544973545","1.06595865919988","96","25.3968253968254","2.23883697571409","34.4086021505376","2.84416545016012","365","1","54","14.2857142857143","1.79983082385346","19.3548387096774","2.3652760487315","12","68","total","273","0.294670078779668","0.0154303155946891"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","70","74","207","365","66.3461538461538","2.67514872246402","365","22.1153846153846","2.34961005006073","9.2948717948718","1.64384295857267","47","15.0641025641026","2.02506969676549","22.7053140096618","2.91174542727887","365","1","33","10.5769230769231","1.74111389146943","15.9420289855072","2.54434545019583","12","68","total","204","0.259543378995434","0.0324226516969476"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","75","79","105","365","60","3.70328039909021","365","29.1428571428571","3.4350958330044","7.42857142857143","1.98231245827083","40","22.8571428571429","3.17424034207732","38.0952380952381","4.73917477645828","365","1","18","10.2857142857143","2.29630200876363","17.1428571428571","3.67800173912451","12","68","total","103","0.228264396861285","0.0128798662916866"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","80","84","68","365","59.1304347826087","4.58412682945469","365","26.0869565217391","4.09471170255193","9.56521739130435","2.74262387122659","10","8.69565217391304","2.62753124444523","14.7058823529412","4.29487598176692","365","1","4","3.47826086956522","1.70861700565048","5.88235294117647","2.85336029454509","12","68","total","67","0.206877939071764","0.0160311188746054"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","85","89","42","365","45.1612903225806","5.16042309745101","365","31.1827956989247","4.80357485863292","19.3548387096774","4.09677829032873","4","4.3010752688172","2.10378123073999","9.52380952380952","4.5294749105302","365","1","1","1.0752688172043","1.06947217757865","2.38095238095238","2.35243695252227","12","68","total","40","0.239397260273973","0.0245598956685798"
"Canada","CAN","124","CTADS","CATI interview","non-households","unknwon","SDA@CHASS - UofT","2017","total","15","85","11904","365","72.8117927702","0.347973002909032","365","9.66419964523824","0.231082628022551","16.3802067404734","0.289446723147472","7314","44.7366811425775","0.388870291552224","61.4415322580645","0.446112552586875","365","1","3748","22.9249495381981","0.328749806704636","31.4852150537634","0.425695463787591","12","68","total","11689","0.515925217128386","0.00455913449588146"
