"country","iso3a","iso3n","data","method","populex","resprate","ref","year","sex","agemin","agemax","N1","cdtl","cda","cdase","fdtl","fda","fdase","laa","laase","N2","heda","hedase","heda30","hedase30","hedtl","hedtlm","hedalc","hedact","N3","ddla","ddlase"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","15","19","9","365","81.8181818181818","11.6291299830333","365","8.69565217391304","5.87533847558414","52.1739130434783","10.4158618631047",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1.55555555555556","0.728604280478"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","15","19","3","30","27.2727272727273","13.4281626522908","30","8.69565217391304","5.87533847558414","52.1739130434783","10.4158618631047","0","0","0","0","0","30","1","60","total","3","1.55555555555556","0.728604280478"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","20","24","67","365","90.5405405405405","3.40203550492458","365","7.29166666666667","2.6536104804918","22.9166666666667","4.28963510437703",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","7.59459459459459","2.35918522887316"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","20","24","38","30","51.3513513513513","5.81025869257685","30","7.29166666666667","2.6536104804918","22.9166666666667","4.28963510437703","10","13.5135135135135","3.97413309239896","26.3157894736842","7.14337781619259","30","1","60","total","37","7.59459459459459","2.35918522887316"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","25","29","58","365","92.0634920634921","3.40555716585603","365","6.17283950617284","2.67401765289683","22.2222222222222","4.61933010712832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","7.13978494623656","1.44742792463898"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","25","29","31","30","49.2063492063492","6.29861425729393","30","6.17283950617284","2.67401765289683","22.2222222222222","4.61933010712832","6","9.52380952380952","3.69830077784583","19.3548387096774","7.09582814619451","30","1","60","total","31","7.13978494623656","1.44742792463898"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","30","34","38","365","84.4444444444444","5.40283926779569","365","12.280701754386","4.34732129634519","21.0526315789474","5.39988606360607",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","6.7536231884058","2.41374862593581"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","30","34","25","30","55.5555555555556","7.40740740740741","30","12.280701754386","4.34732129634519","21.0526315789474","5.39988606360607","11","24.4444444444444","6.40644394383397","44","9.92773891679269","30","1","60","total","23","6.7536231884058","2.41374862593581"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","35","39","42","365","87.5","4.77351634891233","365","10.1694915254237","3.93491669555547","18.6440677966102","5.07036172890783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","14.9259259259259","5.07248295805052"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","35","39","29","30","60.4166666666667","7.05852477439449","30","10.1694915254237","3.93491669555547","18.6440677966102","5.07036172890783","13","27.0833333333333","6.41421986177471","44.8275862068966","9.23495259878602","30","1","60","total","27","14.9259259259259","5.07248295805052"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","40","44","48","365","87.2727272727273","4.49392276838782","365","11.4754098360656","4.08085484595875","9.83606557377049","3.81295971999709",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","9.31111111111111","3.44880208841279"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","40","44","32","30","58.1818181818182","6.65112136989582","30","11.4754098360656","4.08085484595875","9.83606557377049","3.81295971999709","6","10.9090909090909","4.20367983048247","18.75","6.89981317681863","30","1","60","total","30","9.31111111111111","3.44880208841279"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","45","49","46","365","88.4615384615385","4.43046719877868","365","8.69565217391304","3.39212825045867","24.6376811594203","5.18743295123951",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","6.35632183908046","1.57001624896876"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","45","49","33","30","63.4615384615385","6.67772845741223","30","8.69565217391304","3.39212825045867","24.6376811594203","5.18743295123951","8","15.3846153846154","5.00341258144608","24.2424242424242","7.4600903623838","30","1","60","total","29","6.35632183908046","1.57001624896876"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","50","54","57","365","83.8235294117647","4.46550316335501","365","14.2857142857143","3.9877894731363","11.6883116883117","3.66133631609895",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","10.6862745098039","6.17962363756363"
"Armenia","ARM","51","STEPS","face-to-face","unknown","unknwon","WHO STEPS - CAMH","2016","male","50","54","36","30","52.9411764705882","6.05289124032384","30","14.2857142857143","3.9877894731363","11.6883116883117","3.66133631609895","6","8.82352941176471","3.43960127198461","16.6666666666667","6.21129993749942","30","1","60","total","34","10.6862745098039","6.17962363756363"
